relevance,venue,year,facets,relation,confidence,prerank_rank,cited_by_count,oa_url,title,authors,why,key
core,DEON,2012,bounded-deontics,prior-art,high,781,5,,An Andersonian Deontic Logic with Contextualized Sanctions,Christian Straßer; Mathieu Beirlaen,Andersonian reduction of deontic logic with contextualized sanctions resolving Ross/Good-Samaritan paradoxes; Anderson-1958 lineage.,conf/deon/StrasserB12
core,DEON,2006,bounded-deontics,prior-art,med,785,2,,Acting with an End in Sight,Mark A. Brown,Extends Horty-Belnap action account with tense/intention operators for means/ends deontic reasoning.,conf/deon/Brown06
core,DEON,1996,bounded-deontics,prior-art,med,792,47,https://philpapers.org/archive/MCNMID.pdf,Must I Do What I Ought? (Or Will the Least I Can Do Do?),Paul McNamara,Foundational distinction between 'must' and 'ought'; challenges standard deontic-logic presuppositions.,conf/deon/McNamara96
core,ICAIL,1995,bounded-deontics|determinacy-frontier,prior-art,med,795,30,https://dl.acm.org/doi/pdf/10.1145/222092.222099,Hart&apos;s Critics on Defeasible Concepts and Ascriptivism,Ronald Prescott Loui,Engages Hart's foundational theory of defeasibility and ascription of responsibility.,conf/icail/Loui95
core,DEON,2016,bounded-deontics,prior-art,low,801,,,An Exact Truthmaker Semantics for Permission and Obligation,Albert J. J. Anglberger; Federico L. G. Faroldi; Johannes Korbmacher,Exact truthmaker semantics for permission and obligation; core deontic logic.,conf/deon/AnglbergerFK16
core,DEON,2016,bounded-deontics,prior-art,low,802,,,Deontic Logic as a Study of Conditions of Rationality in Norm-related Activities,Zarnic Berislav,Deontic logic as rationality conditions in norm-related activities.,conf/deon/Berislav16
core,DEON,2021,bounded-deontics,prior-art,low,803,,,The Roles of Authority and Norm-Addressees in Deontic Puzzles,Edgar Avendano-Mejia; Yolanda Torres-Falcon,Roles of authority and norm-addressees in deontic puzzles.,conf/deon/Avendano-MejiaT21
core,DEON,2021,bounded-deontics,prior-art,low,804,,,How Deontic Logic Ought to Be: Towards a Many-Sorted Framework for Normative Reasoning,Valentin Goranko,Many-sorted framework proposal for deontic logic / normative reasoning.,conf/deon/Goranko21
core,DEON,2021,bounded-deontics,prior-art,low,805,,,Is Free Choice Permission Admissible in Classical Deontic Logic?,Guido Governatori; Antonino Rotolo,Free choice permission admissibility in classical deontic logic (Governatori).,conf/deon/GovernatoriR21
core,DEON,2021,bounded-deontics,prior-art,low,806,,,A Defeasible Deontic Logic for Pragmatic Oddity,Guido Governatori; Silvano Colombo Tosatto; Antonino Rotolo,Defeasible deontic logic addressing the pragmatic-oddity paradox.,conf/deon/GovernatoriTR21
core,DEON,2021,bounded-deontics|determinacy-frontier,prior-art,low,807,,,Interpretive Normative Systems,Juliano Maranhão; Giovanni Sartor,Interpretive normative systems; bridges deontic logic and statutory interpretation (Sartor).,conf/deon/MaranhaoS21
core,DEON,2023,bounded-deontics|determinacy-frontier,prior-art,low,808,,,Disambiguating Permissions: A Contribution from Mimamsa,Agata Ciabattoni; Josephine Dik; Elisa Freschi,Disambiguating permission norms via Mimamsa hermeneutics; ambiguity in deontic logic.,conf/deon/CiabattoniDF23
core,DEON,2023,bounded-deontics,prior-art,low,809,,,Perspectival Obligation and Extensionality in an Alethic-Deontic Setting,Dominik Pichler; Xavier Parent,Perspectival obligation and extensionality in an alethic-deontic logic setting.,conf/deon/PichlerP23
core,DEON,2023,bounded-deontics,prior-art,low,810,,,Rule rather than Exception: Defeasible Probabilistic Dyadic Deontic Logic,Vincent de Wit,Defeasible probabilistic dyadic deontic logic; norms as rule versus exception.,conf/deon/Wit23
core,DEON,2025,bounded-deontics,prior-art,low,811,,,From Act Obligations to Knowledge Obligations,Houssam Abbas,From act obligations to knowledge obligations; deontic logic extension.,conf/deon/Abbas25
core,DEON,2025,bounded-deontics,prior-art,low,812,,,Using Simple Deontic Constraints for Fast Norm-Conforming Reinforcement Learning,Matthias Scheutz; Daniel Little,Simple deontic constraints applied to norm-conforming reinforcement learning.,conf/deon/ScheutzL25
core,ICAIL,2001,bounded-deontics,prior-art,high,813,0,,Reasoning about the objects of attitudes and operators: Towards a disquotation theory for representation of propositional content,Steven O. Kimbrough,Disquotation theory formalizing modal and deontic embedded-propositional sentences.,conf/icail/Kimbrough01
core,JURIX,2005,bounded-deontics,prior-art,low,815,,,Norm Modifications in Defeasible Logic,Guido Governatori; Monica Palmirani; Régis Riveret; Antonino Rotolo; Giovanni Sartor,Norm modifications in defeasible logic; relevant to rule-version/temporal norms.,conf/jurix/GovernatoriPRRS05
core,JURIX,2025,determinacy-frontier|fm-in-law,method-to-borrow,high,818,0,https://doi.org/10.3233/faia251576,Explaining Discretionary Judicial Decisions Using Answer Set Programming,Josephine Dik,Answer Set Programming tests consistency of discretionary judicial reasoning.,conf/jurix/Dik25
core,ICAIL,2021,bounded-deontics|fm-in-law,method-to-borrow,high,823,13,https://cronfa.swan.ac.uk/Record/cronfa56727/Download/56727__19747__f61cb7fc6dc9481f959390a34cc038c0.pdf,Towards compliance checking in reified I/O logic via SHACL,Livio Robaldo,Reified I/O logic norm compliance checking via SHACL constraint validation.,conf/icail/Robaldo21
core,DEON,1996,bounded-deontics,prior-art,med,844,16,,Doing as We Ought: Towards a Logic of Simply Dischargeable Obligations,Mark A. Brown,"Diachronic deontic logic with branching time, modeling discharge of obligations over time.",conf/deon/Brown96
core,ICAIL,1993,intro,prior-art,med,847,7,https://dl.acm.org/doi/pdf/10.1145/158976.158997,Beyond Knowledge Representation: Commercial Uses for Legal Knowledge Bases,Surendra Dayal; Michael Harmer; Peter Johnson; David Mead,SoftLaw: legislation modeled as computer-processable rules for admin business apps.,conf/icail/DayalHJM93
core,DEON,2004,bounded-deontics|fm-in-law,prior-art,med,849,14,,On Obligations and Abilities,Wojciech Jamroga; Wiebe van der Hoek; Michael J. Wooldridge,Combines deontic logic with Alternating-time Temporal Logic to reason about obligations and agent abilities.,conf/deon/JamrogaHW04
core,DEON,1996,bounded-deontics,prior-art,high,859,12,,Combining Agency and Obligation (Preliminary Version),John F. Horty,New ought-to-do operator atop Belnap/Perloff stit theory; foundational agency-obligation combination.,conf/deon/Horty96
core,ICAIL,1993,intro,prior-art,med,860,1,,"Controlling and Augmenting Legal Inferencing: ysh, a Case Study",Graham Greenleaf; Andrew Mowbray,DataLex/ysh inference engine: quasi-NL rule representation with explanation facility.,conf/icail/GreenleafM93
core,DEON,2010,bounded-deontics,contrasts,high,867,10,https://philpapers.org/archive/EVAIEL.pdf,Introducing Exclusion Logic as a Deontic Logic,Richard Evans,New Exclusion Logic proposed as deontic logic with efficient decision procedure; alternative computational deontic system.,conf/deon/Evans10
core,ICAIL,2015,intro,prior-art,high,869,10,https://pure.uva.nl/ws/files/2740128/170690_At_Your_Service_On_the_Definition_of_Services_from_Sources_of_Law_published_version_.pdf,"At your service, on the definition of services from sources of law",Tom M. van Engers; Robert van Doesburg,Dutch IND translates NL immigration rules to computer-executable specifications.,conf/icail/EngersD15
core,JURIX,2013,fm-in-law|bounded-deontics,prior-art,high,873,9,http://opus.bath.ac.uk/42600/1/jurix_abstract.pdf,Legal Conflict Detection in Interacting Legal Systems,Tingting Li; Tina Balke; Marina De Vos; Julian A. Padget; Ken Satoh,Computational model detecting conflicts between interacting legal specifications (privacy law).,conf/jurix/LiBVPS13
core,DEON,2004,bounded-deontics,prior-art,med,883,7,,Combinations of Tense and Deontic Modality,Lennart Åqvist,Axiomatized hierarchies combining tense and deontic modality; temporal normative reasoning foundations.,conf/deon/Aqvist04
core,JURIX,2023,intro,example,high,891,6,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230987,Tough Decisions? Supporting System Classification According to the AI Act,Hilmy Hanif; Jorge Constantino; Marie-Therese Sekwenz; Michel van Eeten; Jolien Ubacht; Ben Wagner; Yury Zhauniarovich,Decision-tree executable framework classifying AI systems under EU AI Act risk tiers.,conf/jurix/HanifCSEUWZ23
core,ICAIL,2005,intro,prior-art,high,893,29,,Computational Law,Nathaniel Love; Michael R. Genesereth,Genesereth's Computational Law: automated reasoning over executable rules/contracts.,conf/icail/LoveG05
core,ICAIL,1989,bounded-deontics,prior-art,high,895,5,https://dl.acm.org/doi/pdf/10.1145/74014.74036,A Sketch of Logic Without Truth,Carlos E. Alchourrón; Antonio A. Martino,Foundational Jorgensen's-dilemma/deontic-logic paper by Alchourron & Martino.,conf/icail/AlchourronM89
core,ICAIL,1997,intro,prior-art,high,897,8,,More than wyshful Thinking: AustLII&apos;s Legal Inferencing via the World Wide Web,Graham Greenleaf; Andrew Mowbray; Geoffrey King; Simon Cant; Philip Chung,AustLII's web-deployed rule-based legal inferencing (wysh/DataLex); rules-as-code precursor.,conf/icail/GreenleafMKCC97
core,JURIX,2020,intro,example,high,905,2,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200882,Ontology-Based Liability Decision Support in the International Maritime Law,Mirna El Ghosh; Habib Abdulrab,Ontology-based chained-rule liability decision support for maritime cargo law.,conf/jurix/GhoshA20
core,DEON,2008,bounded-deontics,prior-art,high,910,4,,Strata of Intervenient Concepts in Normative Systems,Lars Lindahl; Jan Odelstad,Algebraic ground-consequence chains for legal concepts (purchase->ownership->power); Hohfeldian normative-position formalization.,conf/deon/LindahlO08
core,JURIX,2012,determinacy-frontier,prior-art,high,923,3,,Formalising a legal opinion on a legislative proposal in the ASPIC+ framework,Henry Prakken,ASPIC+ reconstruction of a scholar's contested legal opinion on a legislative proposal.,conf/jurix/Prakken12
core,ICAIL,2003,intro,prior-art,high,928,1,,Using Configuration Technology as the Core of a Legal Decision Support System,Erik Roland van der Meer; I. S. Henriksen; Henrik Reif Andersen,"Compiles a legal act into a configuration engine, web-based decision-support system.",conf/icail/MeerHA03
core,ICAIL,2013,fm-in-law|intro,prior-art,high,931,1,https://www.um.edu.mt/library/oar//handle/123456789/23054,Synthesising implicit contracts,Gordon J. Pace; Fernando Schapachnik,Synthesises implicit contracts as contract automata for interactive systems.,conf/icail/PaceS13
core,DEON,2004,fm-in-law|bounded-deontics,prior-art,med,936,15,https://dspace.library.uu.nl/handle/1874/19965,Specifying Multiagent Organizations,Leendert W. N. van der Torre; Joris Hulstijn; Mehdi Dastani; Jan M. Broersen,KBDIOCTL logic for specifying/verifying obligations and permissions in normative multiagent organizations.,conf/deon/TorreHDB04
core,ICAIL,2001,intro|determinacy-frontier,prior-art,high,941,4,,Advisory systems for pro se litigants,Karl Branting,Pro se advisory system automating documents where no open-textured reasoning needed.,conf/icail/Branting01
core,ICAIL,2001,intro,prior-art,high,945,13,,Automated reasoning with legal XML documents,Laurence L. Leff,Jess expert system over contract/court-filing XML to grant summary judgment.,conf/icail/Leff01
core,DEON,2014,bounded-deontics,prior-art,high,952,2,,Deontic Diversity,Sven Ove Hansson,"Foundational survey arguing deontic logic comprises diverse structural patterns, not one unified logic.",conf/deon/Hansson14
core,JURIX,2020,fm-in-law|determinacy-frontier,prior-art,high,956,2,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200849,Generalizing Culprit Resolution in Legal Debugging with Background Knowledge,Wachara Fungwacharakorn; Ken Satoh,Legal Debugging: culprit detection/generalization for counterintuitive rule consequences (Satoh).,conf/jurix/Fungwacharakorn20
core,JURIX,2023,intro|fm-in-law,supports,high,959,2,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230957,Insurance Portfolio Analysis as Containment Testing,Preston Carlson; Michael R. Genesereth,Insurance policies as logic programs; containment testing detects coverage gaps (Genesereth).,conf/jurix/CarlsonG23
core,ICAIL,1989,determinacy-frontier,prior-art,med,961,12,https://dl.acm.org/doi/pdf/10.1145/74014.74038,A Specialized Expert System for Judicial Decision Support,V. P. Pethe; C. P. Rippey; Laxmikant V. Kalé,Explicitly separates automatable rigid rules from judge-reserved ambiguity/discretion.,conf/icail/PetheRK89
core,DEON,2014,bounded-deontics,prior-art,high,982,1,,A Deontic Logic of Actions and States,Robert Trypuz; Piotr Kulicki,Unified deontic logic of actions and states combining general and specific norms; action-state obligation framework.,conf/deon/TrypuzK14
core,JURIX,2023,intro,example,high,997,1,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230969,Executing United States Bills into Law: A Working Application in the United States House,Sela Mador-Haim; Ari Hershowitz,Production grammar (CIMPL/AMPL) executing US bill amendments into law at the House.,conf/jurix/Mador-HaimH23
core,JURIX,2024,intro,method-to-borrow,high,999,1,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241230,Fighting the Knowledge Representation Bottleneck with Large Language Models,Marco Billi; Giuseppe Pisano; Marco Sanchi,GPT-4o + Prolog expert system for formalizing legal articles and case-law updates.,conf/jurix/BilliPS24
core,ICAIL,2025,intro,method-to-borrow,high,1004,0,https://doi.org/10.1145/3769126.3769234,ALEXChat: a Generative - Symbolic Approach to Legal eXplainability,Marco Billi; Alessandro Parenti; Giuseppe Pisano; Marco Sanchi,Generative-symbolic chatbot: Prolog rules + argumentation + LLM explainability layer.,conf/icail/BilliPPS25
core,ICAIL,2023,intro|cnl,method-to-borrow,high,1019,6,,Improving Translation of Case Descriptions into Logical Fact Formulas using LegalCaseNER,May Myo Zin; Ha-Thanh Nguyen; Ken Satoh; Saku Sugawara; Fumihito Nishino,NER pipeline translating natural-language case descriptions into PROLEG logical fact formulas.,conf/icail/ZinNSSN23
core,ICAIL,1987,intro,prior-art,high,1022,38,https://dl.acm.org/doi/pdf/10.1145/41735.41762,Esplex: A Rule and Conceptual Model for Representing Statutes,Carlo Biagioli; Paola Mariani; Daniela Tiscornia,Esplex: classic rule-and-conceptual model for representing statutes as computable rules.,conf/icail/BiagioliMT87
core,ICAIL,1997,bounded-deontics,prior-art,low,1025,5,https://dl.acm.org/doi/pdf/10.1145/261618.261666,The Logic of Enactment (abstract),Lambèr M. M. Royakkers; Frank Dignum,Logic of enactment reasoning consistently despite inconsistent enacted norms.,conf/icail/RoyakkersD97
core,JURIX,2022,cnl|intro,prior-art,high,1050,4,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220484,An Interactive Natural Language Interface for PROLEG,Ha-Thanh Nguyen; Fumihito Nishino; Megumi Fujita; Ken Satoh,Natural-language interface translating input facts into PROLEG Prolog reasoning syntax.,conf/jurix/NguyenNFS22
